key,screen,status,placeholders,source,translation
Other tools use folder activity and process checks to detect work.,Settings: Providers,translated,,Other tools use folder activity and process checks to detect work.,其他工具通过文件夹活动和进程检查来检测工作。
Paused at your time limit.,Panel,translated,,Paused at your time limit.,已暂停：达到时间上限。
Play interface sounds,Settings: General,translated,,Play interface sounds,播放界面声音
Play sounds,Settings: General,translated,,Play sounds,播放声音
Precise,"App, Detection, Settings, Settings: Notifications, Settings: Providers",translated,,Precise,精确
Precise · last signal %@ ago,Settings,translated,%@,Precise · last activity %@ ago,精确 · 最近活动于 %@ 前
Providers,"App, Detection, Settings, Settings: Providers, Welcome",translated,,Agents,智能体
Quit,"Menu bar, Settings: General",translated,,Quit,退出
Quit %@,Menu bar,translated,%@,Quit %@,退出 %@
Quit %@?,Menu bar,translated,%@,Quit %@?,要退出 %@ 吗？
Quit Belay and open it again to change language.,Settings: General,translated,,Reopen Belay to apply the language change.,重新打开 Belay 以应用语言更改。
Quit and Reopen,Settings: General,translated,,Quit and Reopen,退出并重新打开
Rate Belay,Settings: About,translated,,Rate Belay,为 Belay 评分
Ready,"App, Detection, Settings, Welcome",translated,,Ready,就绪
Release notes,App,translated,,Release notes,更新说明
Remove,"App, Detection, Settings, Settings: Providers",translated,,Remove,移除
Remove %@,Settings: Providers,translated,%@,Remove %@,移除 %@
Remove Folder,"Settings, Settings: Providers",translated,,Remove Folder,移除文件夹
Remove Precise Detection,Settings,translated,,Remove Precise Detection,移除精确检测
Report a bug,Settings: About,translated,,Report a bug,报告问题
Report an Issue,Settings,translated,,Report an Issue,报告问题
Reset…,Statistics,translated,,Reset…,重置…
Restart Belay and an Always On timer resumes with the same time remaining.,App,translated,,Restart Belay and an Always On timer resumes with the same time remaining.,重新启动 Belay 后，Always On 计时器会按照之前剩余的时间继续倒计时。
Safety stop,Settings: Notifications,translated,,Safety stop,安全停止
Sent once per version. The menu bar icon still shows the update badge when this is off.,Settings: Notifications,translated,,Sent once per version. The menu bar icon still shows the update badge when this is off.,每个版本只发送一次。即使关闭此项，菜单栏图标仍会显示更新标记。
Settings,"App, Detection, Menu bar, Panel, Settings, Settings: Behaviour, Settings: General, Settings: Notifications, Settings: Providers, Statistics, Welcome",translated,,Settings,设置
Settings…,Menu bar,translated,,Settings…,设置…
Share,"App, Statistics",translated,,Share,共享
"Shares a card, a summary and a link to Belay",Statistics,translated,,"Shares the card, summary, and a link to Belay",共享卡片、摘要和 Belay 的链接
Shortens the sleep delay after your agent finishes.,Settings: Behaviour,translated,,Shortens the sleep delay after your agent finishes.,智能体完成后缩短睡眠延迟。
Show Reports,Settings,translated,,Show Reports,显示报告
Show all sessions,Panel,translated,,Show all sessions,显示全部会话
Show fewer,Panel,translated,,Show fewer,收起
Show fewer sessions,Panel,translated,,Show fewer sessions,收起会话
Show in Finder,Settings,translated,,Show in Finder,在访达中显示
Shows exactly what will be added before anything is written,(unused),translated,,Previews exactly what Belay will add before it writes anything,在写入任何内容前，预览 Belay 将添加的确切内容
Since %@,Statistics,translated,%@,Since %@,自 %@ 起
Skip for now,Welcome,translated,,Skip now,跳过
"Skipped, already taken by your own scripts: %@",(unused),translated,%@,"Skipped, already taken by your own scripts: %@",已跳过，文件名已被你自己的脚本占用：%@
Sleep delay,Settings: Behaviour,translated,,Sleep delay,睡眠延迟
Software updates,Settings: General,translated,,Updates,更新
Sound,"App, Settings: About, Settings: General, Welcome",translated,,Sounds,声音
Sounds Good!,App,translated,,Sounds Good!,好的！
Sounds good,(unused),translated,,Sounds good,挺好
Standard ·,Settings,translated,,Standard ·,标准 ·
Star,"App, Detection, Panel, Settings, Settings: About, Settings: General, Settings: Providers, Statistics, Welcome",translated,,Star,加星标
Star on GitHub,Settings: About,translated,,Star on GitHub,在 GitHub 上加星标
Start,"App, Detection, Panel, Settings, Settings: General, Settings: Providers, Statistics, Welcome",translated,,Start,开始
Start watching,Welcome,translated,,Start Magic,开始监视
Startup,"App, Settings: General, Settings: Providers",translated,,Startup,启动
Statistics,"App, Detection, Menu bar, Panel, Settings, Settings: About, Statistics",translated,,Statistics,统计
Staying awake until the timer below runs out.,Panel,translated,,Staying awake until the timer below runs out.,在下方计时器结束前，Mac 将保持唤醒。
Stop keeping the Mac awake on low battery,Settings: Behaviour,translated,,Stop keeping your Mac awake on low battery,电量低时停止让 Mac 保持唤醒
"Stop watching ""%@""?",(unused),translated,%@,"Stop watching ""%@""?","停止监视""%@""？"
Stops Belay watching this tool,Settings: Providers,translated,,Stops watching this tool,停止监视此工具
Subagent,"App, Detection, Panel, Settings: Providers",translated,,Subagent,子智能体
System,"App, Detection, Panel, Settings, Settings: General, Settings: Notifications, Settings: Providers",translated,,System,系统
Task finished,Settings: Notifications,translated,,Task finished,任务完成
The App Store keeps Belay up to date and tells you when a new version is ready. Belay itself never connects out to the internet.,Settings: General,translated,,The App Store keeps Belay up to date and tells you when a new version is ready. Belay itself never connects out to the internet.,App Store 会让 Belay 保持最新，并在新版本就绪时通知你。Belay 自身从不连接互联网。
"The Mac ran hot with the lid closed, so Belay let it sleep.",Settings: Notifications,translated,,"The Mac ran hot with the lid closed, so Belay let it sleep.",合盖后 Mac 过热，Belay 已让它进入睡眠。
The agent in %@ stopped without finishing. It may need signing in again.,Settings: Notifications,translated,%@,The agent in %@ stopped without finishing. It may need signing in again.,%@ 中的智能体没有完成就停了。可能需要重新登录。
The agent stopped without finishing. It may need signing in again.,Settings: Notifications,translated,,The agent stopped without finishing. It may need signing in again.,智能体没有完成就停了。可能需要重新登录。
The exact configuration Belay will add,Settings: Providers,translated,,What Belay will add,Belay 将添加的内容
"The lid hold reached its time limit, so Belay let the Mac sleep.",Settings: Notifications,translated,,"The lid hold reached its time limit, so Belay let the Mac sleep.",合盖保持唤醒已到达时间上限，Belay 已让 Mac 进入睡眠。
The longest Belay will keep your Mac awake before letting go. You'll be notified when the limit is reached.,Settings: Behaviour,translated,,The longest Belay will keep your Mac awake before letting go. You'll be notified when the limit is reached.,Belay 保持 Mac 唤醒的最长时间，超过后就会放手。达到上限时会通知你。
The run in %@ took %@. Your Mac will sleep normally again.,Settings: Notifications,translated,%@ %@,The run in %@ took %@. Your Mac can sleep normally again.,%@ 中的运行用时 %@。Mac 现在可以正常进入睡眠。
The run took %@. Your Mac will sleep normally again.,Settings: Notifications,translated,%@,The run took %@. Your Mac can sleep normally again.,本次运行用时 %@。Mac 现在可以正常进入睡眠。
The same change is made in every folder Belay watches for this agent.,Settings: Providers,translated,,The same change is made in every folder Belay watches for this agent.,Belay 会在为此智能体监视的每个文件夹中做同样的更改。
The server answered %lld.,Settings: General,translated,%lld,The server answered %lld.,服务器返回 %lld。
The timer ran out.,Panel,translated,,The timer ran out.,计时器已结束。
"The timer you set ran out, so Belay let go.",Panel,translated,,"The timer you set ran out, so Belay let go.",你设置的计时器已结束。
"The timer you set ran out, so Belay stopped keeping your Mac awake.",Settings: Notifications,translated,,"The timer you set ran out, so Belay stopped keeping your Mac awake.",你设置的计时器已结束，Belay 已让 Mac 进入睡眠。
The update service sent something Belay could not read.,Settings: General,translated,,The update service sent something Belay could not read.,更新服务返回了 Belay 无法读取的内容。
This cannot be undone. Belay keeps no copy anywhere else.,Statistics,translated,,This cannot be undone. Belay keeps no copy anywhere else.,此操作无法撤销。Belay 不会在其他任何地方保留副本。
This folder does not look like a %@ folder.,Settings: Providers,translated,%@,This folder does not look like a %@ folder.,此文件夹看起来不像 %@ 的文件夹。
Turn it on in Settings and Belay watches its sessions automatically. No folders to choose.,App,translated,,Turn it on in Settings and Belay watches its sessions automatically. No folders to choose.,在“设置”中将它打开，Belay 就会自动监控它的会话，无需选择任何文件夹。
Until turned off,"Panel, Settings",translated,,Until turned off,直到手动关闭
Untitled project,App,translated,,Untitled project,未命名项目
Update Now,"App, Settings, Settings: General",translated,,Update Now,立即更新
Update Now (v%@),App,translated,%@,Update Now (v%@),立即更新到 v%@
Using custom config folders or multiple profiles? Add them from the agent’s settings and Belay watches them too.,App,translated,,Using custom config folders or multiple profiles? Add them from the agent’s settings and Belay watches them too.,使用自定义配置文件夹或多个配置文件？在智能体设置中添加它们，Belay 也会一起监控。
Version %@ (%@),Settings: About,translated,%@ %@,Version %@ (%@),版本 %@ (%@)
Version %@ (%@) · %@,Settings: About,translated,%@ %@ %@,Version %@ (%@) · %@,版本 %@ (%@) · %@
Version %@ is available.,Settings: General,translated,%@,Version %@ is available.,版本 %@ 已可用。
Waiting for you,Panel,translated,,Waiting for you,等待回应
Watch,"App, Detection, Panel, Settings, Settings: Providers, Welcome",translated,,Watch,监视
Watch Anyway,Settings: Providers,translated,,Watch Anyway,仍要监视
Watch Folder,Settings: Providers,translated,,Watch Folder,监视文件夹
Watch built-in agents anywhere,App,translated,,Watch built-in agents anywhere,智能体可以使用任意文件夹
Watched Folders,Settings,translated,,Watched Folders,监视的文件夹
Watches Claude Code's session transcripts to tell when a turn is running.,Settings: Providers,translated,,Watches Claude Code session files to tell when a turn is running.,监视 Claude Code 的会话文件，以判断轮次何时在运行。
Watches Cline's session files to tell when a task is running.,Settings: Providers,translated,,Watches Cline session files to tell when a task is running.,监视 Cline 的会话文件，以判断任务何时在运行。
Watches Codex's session files to tell when a turn is running.,Settings: Providers,translated,,Watches Codex session files to tell when a turn is running.,监视 Codex 的会话文件，以判断轮次何时在运行。
Watches Copilot's session events to tell when a turn is running.,Settings: Providers,translated,,Watches Copilot session events to tell when a turn is running.,监视 Copilot 的会话事件，以判断轮次何时在运行。
"Watches a folder you choose, or listens for a one-line webhook, so any coding agent can hold the Mac awake. Start from a preset or add your own.",Settings: Providers,translated,,Watch a folder or use a one-line webhook to support another coding agent. Start with a preset or add your own.,监视一个文件夹，或使用一行 Webhook，即可支持另一个编程智能体。可以从预设开始，也可以自行添加。
Watching %lld folders,Settings,translated,%lld,Watching %lld folders,正在监视 %lld 个文件夹
Website,Settings: About,translated,,Website,网站
Welcome,"App, Menu bar, Welcome",translated,,Welcome,欢迎
Welcome to %@,Welcome,translated,%@,Welcome to %@,欢迎使用 %@
What's New,"App, Menu bar, Welcome",translated,,What's New,新功能
"When the work stops, your Mac sleeps as it always did. Your sleep settings are never changed.",Welcome,translated,,"When the work stops, your Mac sleeps as it always did. Your sleep settings are never changed.",工作停止后，Mac 会像以往一样进入睡眠。睡眠设置不会有任何更改。
"While an Always on timer runs, the remaining time glows quietly on the dark display, the way a bedside clock would.",Settings,translated,,Shows the time left while an Always On timer is running.,常开计时器运行时显示剩余时间。
While holding,"Settings, Settings: Behaviour",translated,,While holding,保持唤醒期间
"With precise detection, %@ tells Belay the exact moment work starts, stops, or waits for you. Detection becomes instant and reliable.",Settings: Providers,translated,%@,"With precise detection, %@ tells Belay the exact moment work starts, stops, or waits for you. Detection becomes instant and reliable.",启用精确检测后，%@ 会在工作开始、结束或等待你的那一刻直接告诉 Belay。检测变得即时而可靠。
Working,"App, Panel, Settings: Providers",translated,,Working,工作中
You asked Belay to stay on until you switch it off.,Panel,translated,,Your Mac stays awake until you turn it off.,Mac 将保持唤醒，直到你关闭为止。
"Your Claude Code settings file has a hooks entry Belay does not recognise, so it made no changes.",Detection,translated,,"Belay found a hooks entry in your Claude Code settings that it doesn't recognize, so nothing was changed.",Belay 在 Claude Code 设置中发现无法识别的 hooks 条目，因此未做任何更改。
"Your Claude Code settings file is not plain JSON, so Belay will not modify it.",Detection,translated,,"Your Claude Code settings file isn't plain JSON, so Belay won't modify it.",Claude Code 设置文件不是纯 JSON，因此 Belay 不会修改它。
"Your Mac is set never to turn the display off, so there is no moment for Belay to dim it. Choose a display-off time in System Settings first.",Settings,translated,,"Your Mac is set never to turn the display off, so there is no moment for Belay to dim it. Choose a display-off time in System Settings first.",你的 Mac 设置为从不关闭显示器，Belay 也就没有调暗的时机。请先在系统设置中选择一个关闭显示器的时间。
Your Mac will go back to its normal sleep schedule.,Menu bar,translated,,Your Mac can return to its normal sleep schedule.,Mac 可以恢复正常的睡眠计划。
Your Mac will sleep normally,"Menu bar, Panel, Settings: Notifications",translated,,Your Mac can sleep normally,Mac 可以正常进入睡眠
Your agent finished,Settings: Notifications,translated,,Your agent finished,智能体已完成
Your agent needs input before it can continue.,Settings: Notifications,translated,,Your agent needs input before it can continue.,智能体需要你的输入才能继续。
Your agent needs input in %@ before it can continue.,Settings: Notifications,translated,%@,Your agent needs input in %@ before it can continue.,%@ 中的智能体需要你的输入才能继续。
"Your battery is down to %lld%%, so Belay stopped holding to save power.",Panel,translated,%lld,"Battery is at %lld%%, so Belay let it sleep.",电量为 %lld%%，Belay 已让 Mac 进入睡眠。
Your first agent run fills this in.,Statistics,translated,,Your first agent run fills this in.,第一次智能体运行后，这里就会有内容。
Your timer survives a relaunch,App,translated,,Your timer survives a relaunch,计时器可以跨重启继续
kept working while you were away from the keyboard,Statistics,translated,,kept working while you were away,在你离开时继续工作
kept working while you were right here,Statistics,translated,,kept working while you were right here,在你在场时继续工作
last signal %@ ago,Settings,translated,%@,Last activity %@ ago,最近活动于 %@ 前
longest run,Statistics,translated,,longest run,最长运行
macOS cannot find the helper in this build.,Settings,translated,,macOS cannot find the helper in this build.,macOS 在此构建中找不到帮助程序。
macOS denied Belay access to %@.,Detection,translated,%@,macOS denied Belay access to %@.,macOS 拒绝了 Belay 对 %@ 的访问。
macOS is waiting for you to allow this in System Settings.,Settings: General,translated,,Allow this in System Settings to continue.,请在“系统设置”中允许此操作以继续。
macOS refused the change: %@,Settings: General,translated,%@,macOS couldn't apply the change: %@,macOS 无法应用此更改：%@
macOS refused to create the sleep assertion (IOKit error %lld).,Detection,translated,%lld,macOS couldn't keep the Mac awake (IOKit error %lld).,macOS 无法让 Mac 保持唤醒（IOKit 错误 %lld）。
no runs,Statistics,translated,,no runs,无运行
not configured,Settings: Providers,translated,,not configured,未配置
of agent work that carried on while I was away from the keyboard.,Statistics,translated,,of agent work completed while I was away.,的智能体工作在我离开期间完成。
of agent work while I was away. Sleep would have interrupted %lld of those runs.,Statistics,translated,%lld,of agent work while I was away. Sleep would have interrupted %lld of those runs.,的智能体工作在我离开期间进行。睡眠本会打断其中 %lld 次运行。
of agent work while I was away. Sleep would have interrupted one of those runs.,Statistics,translated,,of agent work while I was away. Sleep would have interrupted one of those runs.,的智能体工作在我离开期间进行。睡眠本会打断其中一次运行。
process %@,Settings: Providers,translated,%@,process %@,进程 %@
runs rescued,Statistics,translated,,runs saved,保住的运行
runs watched,Statistics,translated,,runs watched,监视的运行
total held,Statistics,translated,,awake time,唤醒时长
"© 2026 PerfectoWeb. Free & open code. Built by geeks, for geeks.",Settings: About,translated,,"© 2026 PerfectoWeb. Free & open code. Built by geeks, for geeks.",© 2026 PerfectoWeb。免费，代码公开。由极客打造，为极客而作。
✨ Belay %@ is out,(unused),translated,%@,✨ Belay %@ is out,✨ Belay %@ 发布了
