key,screen,status,placeholders,source,translation
Numbers stay on this Mac unless you share them.,Statistics,translated,,Numbers stay on this Mac unless you share them.,Les chiffres restent sur ce Mac tant que vous ne les partagez pas.
Off,"App, Menu bar, Panel, Settings, Settings: Providers, Welcome",translated,,Off,Arrêt
"On battery, Belay lets your Mac sleep at %lld%%.",Settings: Behaviour,translated,%lld,"On battery, Belay lets your Mac sleep at %lld%%.","Sur batterie, Belay laisse le Mac se mettre en veille à %lld%%."
"Once a day, Belay checks whether a newer version exists. It sends nothing about you, and nothing is downloaded or installed until you press Update.",Settings: General,translated,,Checks once a day. No personal data is sent. Nothing is downloaded or installed until you choose to update.,Vérifie une fois par jour. Aucune donnée personnelle n'est envoyée. Rien n'est téléchargé ni installé tant que vous ne choisissez pas de mettre à jour.
One file per event: %@.,Settings: Providers,translated,%@,One file per event: %@.,Un fichier par événement : %@.
Open Belay at login,Settings: General,translated,,Open Belay at login,Ouvrir Belay à l'ouverture de session
Open Login Items,"Settings, Settings: General",translated,,Open Login Items,Ouvrir « Ouverture »
Open Login Items…,Settings: General,translated,,Open Login Items…,Ouvrir Ouverture au démarrage…
Open Settings,Panel,translated,,Open Settings,Ouvrir les réglages
Open at login,"Settings, Settings: General",translated,,Open at login,Ouvrir à l'ouverture de session
Open the App Store,Settings: General,translated,,Open the App Store,Ouvrir l'App Store
Opens a standard macOS panel so you can approve the folder,Welcome,translated,,Opens a standard macOS folder picker so you can grant access,Ouvre le sélecteur de dossier standard de macOS pour vous permettre d'accorder l'accès
Options,"App, Detection, Panel, Settings, Settings: Providers",translated,,Options,Options
Other agents,"App, Settings: Providers",translated,,Other agents,Autres agents
Other tools,Settings: Providers,translated,,Other tools,Autres outils
Other tools use folder activity and process checks to detect work.,Settings: Providers,translated,,Other tools use folder activity and process checks to detect work.,Les autres outils détectent le travail via l'activité des dossiers et des vérifications de processus.
Paused at your time limit.,Panel,translated,,Paused at your time limit.,En pause : limite de temps atteinte.
Play interface sounds,Settings: General,needs_review,,Play interface sounds,Jouer les sons de l'interface
Play sounds,Settings: General,needs_review,,Play sounds,Jouer des sons
Precise,"App, Detection, Settings, Settings: Notifications, Settings: Providers",translated,,Precise,Précis
Precise · last signal %@ ago,Settings,translated,%@,Precise · last activity %@ ago,Précis · activité il y a %@
Providers,"App, Detection, Settings, Settings: Providers, Welcome",translated,,Agents,Agents
Quit,"Menu bar, Settings: General",translated,,Quit,Quitter
Quit %@,Menu bar,translated,%@,Quit %@,Quitter %@
Quit %@?,Menu bar,translated,%@,Quit %@?,Quitter %@ ?
Quit Belay and open it again to change language.,Settings: General,translated,,Reopen Belay to apply the language change.,Rouvrez Belay pour appliquer le changement de langue.
Quit and Reopen,Settings: General,translated,,Quit and Reopen,Quitter et rouvrir
Rate Belay,Settings: About,translated,,Rate Belay,Noter Belay
Ready,"App, Detection, Settings, Welcome",translated,,Ready,Prêt
Release notes,App,translated,,Release notes,Notes de version
Remove,"App, Detection, Settings, Settings: Providers",translated,,Remove,Retirer
Remove %@,Settings: Providers,translated,%@,Remove %@,Retirer %@
Remove Folder,"Settings, Settings: Providers",translated,,Remove Folder,Retirer le dossier
Remove Precise Detection,Settings,translated,,Remove Precise Detection,Supprimer la détection précise
Report a bug,Settings: About,translated,,Report a bug,Signaler un bug
Report an Issue,Settings,translated,,Report an Issue,Signaler un problème
Reset…,Statistics,needs_review,,Reset…,Réinitialiser…
Safety stop,Settings: Notifications,translated,,Safety stop,Arrêt de sécurité
Sent once per version. The menu bar icon still shows the update badge when this is off.,Settings: Notifications,translated,,Sent once per version. The menu bar icon still shows the update badge when this is off.,Envoyée une fois par version. L'icône de la barre des menus continue d'afficher le badge de mise à jour même si cette option est désactivée.
Set the timer by end time,App,translated,,Set the timer by end time,Minuteur par heure de fin
Settings,"App, Detection, Menu bar, Panel, Settings, Settings: Behaviour, Settings: General, Settings: Notifications, Settings: Providers, Statistics, Welcome",translated,,Settings,Réglages
Settings…,Menu bar,translated,,Settings…,Réglages…
Share,"App, Statistics",translated,,Share,Partager
"Shares a card, a summary and a link to Belay",Statistics,translated,,"Shares the card, summary, and a link to Belay","Partage la carte, le résumé et un lien vers Belay"
Shortens the sleep delay after your agent finishes.,Settings: Behaviour,translated,,Shortens the sleep delay after your agent finishes.,Raccourcit le délai de mise en veille une fois votre agent terminé.
Show Reports,Settings,translated,,Show Reports,Afficher les rapports
Show all sessions,Panel,translated,,Show all sessions,Afficher toutes les sessions
Show fewer,Panel,translated,,Show fewer,Afficher moins
Show fewer sessions,Panel,translated,,Show fewer sessions,Afficher moins de sessions
Show in Finder,Settings,translated,,Show in Finder,Afficher dans le Finder
Shows exactly what will be added before anything is written,(unused),translated,,Previews exactly what Belay will add before it writes anything,Affiche exactement ce que Belay ajoutera avant toute écriture
Since %@,Statistics,needs_review,%@,Since %@,Depuis le %@
Skip for now,Welcome,translated,,Skip now,Passer
"Skipped, already taken by your own scripts: %@",(unused),translated,%@,"Skipped, already taken by your own scripts: %@","Ignoré, déjà occupé par vos propres scripts : %@"
Sleep delay,Settings: Behaviour,translated,,Sleep delay,Délai de mise en veille
Software updates,Settings: General,translated,,Updates,Mises à jour
Sound,"App, Settings: About, Settings: General, Welcome",translated,,Sounds,Sons
Sounds Good!,App,translated,,Sounds Good!,Ça marche !
Sounds good,(unused),translated,,Sounds good,Ça me va
Standard ·,Settings,translated,,Standard ·,Standard ·
Star,"App, Detection, Panel, Settings, Settings: About, Settings: General, Settings: Providers, Statistics, Welcome",translated,,Star,Mettre une étoile
Star on GitHub,Settings: About,translated,,Star on GitHub,Étoile sur GitHub
Start,"App, Detection, Panel, Settings, Settings: General, Settings: Providers, Statistics, Welcome",translated,,Start,Démarrer
Start watching,Welcome,translated,,Start Magic,Commencer la surveillance
Startup,"App, Settings: General, Settings: Providers",translated,,Startup,Démarrage
Statistics,"App, Detection, Menu bar, Panel, Settings, Settings: About, Statistics",translated,,Statistics,Statistiques
Staying awake until the timer below runs out.,Panel,translated,,Staying awake until the timer below runs out.,Le Mac reste éveillé jusqu'à la fin du minuteur.
Stop keeping the Mac awake on low battery,Settings: Behaviour,translated,,Stop keeping your Mac awake on low battery,Cesser de garder votre Mac éveillé si la batterie est faible
"Stop watching ""%@""?",(unused),translated,%@,"Stop watching ""%@""?","Cesser de surveiller ""%@"" ?"
Stops Belay watching this tool,Settings: Providers,translated,,Stops watching this tool,Cesse de surveiller cet outil
Subagent,"App, Detection, Panel, Settings: Providers",translated,,Subagent,Sous-agent
System,"App, Detection, Settings, Settings: General, Settings: Notifications, Settings: Providers",translated,,System,Système
Take your statistics with you,App,translated,,Take your statistics with you,Emportez vos statistiques
Task finished,Settings: Notifications,translated,,Task finished,Tâche terminée
The App Store keeps Belay up to date and tells you when a new version is ready. Belay itself never connects out to the internet.,Settings: General,translated,,The App Store keeps Belay up to date and tells you when a new version is ready. Belay itself never connects out to the internet.,L'App Store garde Belay à jour et vous prévient quand une nouvelle version est prête. Belay ne se connecte jamais à internet.
"The Mac ran hot with the lid closed, so Belay let it sleep.",Settings: Notifications,translated,,"The Mac ran hot with the lid closed, so Belay let it sleep.","Le Mac a trop chauffé capot fermé, alors Belay l'a laissé dormir."
The agent in %@ stopped without finishing. It may need signing in again.,Settings: Notifications,translated,%@,The agent in %@ stopped without finishing. It may need signing in again.,L'agent dans %@ s'est arrêté sans terminer. Une reconnexion est peut-être nécessaire.
The agent stopped without finishing. It may need signing in again.,Settings: Notifications,translated,,The agent stopped without finishing. It may need signing in again.,L'agent s'est arrêté sans terminer. Une reconnexion est peut-être nécessaire.
"The custom timer now takes a length or a clock time, whichever you think in, and shows the other as you type.",App,translated,,"The custom timer now takes a length or a clock time, whichever you think in, and shows the other as you type.","Le minuteur personnalisé accepte désormais une durée ou une heure, à votre convenance, et affiche l'autre pendant la saisie."
"The diagnostics log grew heavier with every line until a long night could crash Belay. Fixed, thanks to one precise bug report.",App,translated,,"The diagnostics log grew heavier with every line until a long night could crash Belay. Fixed, thanks to one precise bug report.","Le journal de diagnostic s'alourdissait à chaque ligne, au point qu'une longue nuit pouvait faire planter Belay. Corrigé grâce à un rapport de bug précis."
"The erase dialog can export every recorded day to CSV first, and the headline shows your side of the story on hover.",App,translated,,"The erase dialog can export every recorded day to CSV first, and the headline shows your side of the story on hover.","La boîte d'effacement peut d'abord exporter chaque journée en CSV, et le titre montre votre part de l'histoire au survol."
The exact configuration Belay will add,Settings: Providers,translated,,What Belay will add,Ce que Belay ajoutera
"The lid hold reached its time limit, so Belay let the Mac sleep.",Settings: Notifications,translated,,"The lid hold reached its time limit, so Belay let the Mac sleep.","Le maintien capot fermé a atteint sa limite de temps, alors Belay a laissé le Mac dormir."
The longest Belay will keep your Mac awake before letting go. You'll be notified when the limit is reached.,Settings: Behaviour,translated,,The longest Belay will keep your Mac awake before letting go. You'll be notified when the limit is reached.,La durée maximale pendant laquelle Belay garde le Mac éveillé avant de lâcher prise. Vous serez averti quand la limite est atteinte.
The run in %@ took %@. Your Mac will sleep normally again.,Settings: Notifications,translated,%@ %@,The run in %@ took %@. Your Mac can sleep normally again.,L'exécution dans %@ a duré %@. Votre Mac peut de nouveau se mettre en veille normalement.
The run took %@. Your Mac will sleep normally again.,Settings: Notifications,translated,%@,The run took %@. Your Mac can sleep normally again.,L'exécution a duré %@. Votre Mac peut de nouveau se mettre en veille normalement.
The same change is made in every folder Belay watches for this agent.,Settings: Providers,translated,,The same change is made in every folder Belay watches for this agent.,La même modification est appliquée dans chaque dossier que Belay surveille pour cet agent.
The server answered %lld.,Settings: General,translated,%lld,The server answered %lld.,Le serveur a renvoyé %lld.
The timer ran out.,Panel,translated,,The timer ran out.,Le minuteur est terminé.
"The timer you set ran out, so Belay let go.",Panel,translated,,"The timer you set ran out, so Belay let go.",Le minuteur que vous avez réglé est terminé.
"The timer you set ran out, so Belay stopped keeping your Mac awake.",Settings: Notifications,translated,,"The timer you set ran out, so Belay stopped keeping your Mac awake.","Le minuteur que vous avez réglé est terminé, Belay a laissé votre Mac se mettre en veille."
The update service sent something Belay could not read.,Settings: General,translated,,The update service sent something Belay could not read.,Le service de mise à jour a renvoyé une réponse que Belay n'a pas pu lire.
This cannot be undone. Belay keeps no copy anywhere else.,Statistics,needs_review,,This cannot be undone. Belay keeps no copy anywhere else.,C'est irréversible. Belay n'en garde aucune copie ailleurs.
This folder does not look like a %@ folder.,Settings: Providers,translated,%@,This folder does not look like a %@ folder.,Ce dossier ne ressemble pas à un dossier de %@.
Until,"App, Panel, Settings, Settings: Providers",translated,,Until,Jusqu'à
Until turned off,"Panel, Settings",translated,,Until turned off,Jusqu'à désactivation
Untitled project,App,translated,,Untitled project,Projet sans titre
Update Now,"App, Settings, Settings: General",translated,,Update Now,Mettre à jour
Update Now (v%@),App,translated,%@,Update Now (v%@),Mettre à jour (v%@)
Version %@ (%@),Settings: About,translated,%@ %@,Version %@ (%@),Version %@ (%@)
Version %@ (%@) · %@,Settings: About,translated,%@ %@ %@,Version %@ (%@) · %@,Version %@ (%@) · %@
Version %@ is available.,Settings: General,translated,%@,Version %@ is available.,La version %@ est disponible.
Waiting for you,Panel,translated,,Waiting for you,Vous attend
Watch,"App, Detection, Panel, Settings, Settings: Providers, Welcome",translated,,Watch,Surveiller
Watch Anyway,Settings: Providers,translated,,Watch Anyway,Surveiller quand même
Watch Folder,Settings: Providers,translated,,Watch Folder,Surveiller le dossier
Watched Folders,Settings,translated,,Watched Folders,Dossiers surveillés
Watches Claude Code's session transcripts to tell when a turn is running.,Settings: Providers,translated,,Watches Claude Code session files to tell when a turn is running.,Surveille les fichiers de session de Claude Code pour savoir quand un tour est en cours.
Watches Cline's session files to tell when a task is running.,Settings: Providers,translated,,Watches Cline session files to tell when a task is running.,Surveille les fichiers de session de Cline pour savoir quand une tâche est en cours.
Watches Codex's session files to tell when a turn is running.,Settings: Providers,translated,,Watches Codex session files to tell when a turn is running.,Surveille les fichiers de session de Codex pour savoir quand un tour est en cours.
Watches Copilot's session events to tell when a turn is running.,Settings: Providers,translated,,Watches Copilot session events to tell when a turn is running.,Surveille les événements de session de Copilot pour savoir quand un tour est en cours.
"Watches a folder you choose, or listens for a one-line webhook, so any coding agent can hold the Mac awake. Start from a preset or add your own.",Settings: Providers,translated,,Watch a folder or use a one-line webhook to support another coding agent. Start with a preset or add your own.,Surveillez un dossier ou utilisez un webhook d'une ligne pour prendre en charge un autre agent de programmation. Commencez avec un préréglage ou ajoutez le vôtre.
Watching %lld folders,Settings,translated,%lld,Watching %lld folders,%lld dossiers surveillés
Website,Settings: About,translated,,Website,Site web
Welcome,"App, Menu bar, Welcome",translated,,Welcome,Bienvenue
Welcome to %@,Welcome,translated,%@,Welcome to %@,Bienvenue dans %@
What's New,"App, Menu bar, Welcome",translated,,What's New,Nouveautés
"When the work stops, your Mac sleeps as it always did. Your sleep settings are never changed.",Welcome,translated,,"When the work stops, your Mac sleeps as it always did. Your sleep settings are never changed.","Quand le travail s'arrête, votre Mac se met en veille comme d'habitude. Vos réglages de veille ne sont jamais modifiés."
"While an Always on timer runs, the remaining time glows quietly on the dark display, the way a bedside clock would.",Settings,translated,,Shows the time left while an Always On timer is running.,Affiche le temps restant pendant qu'un minuteur Toujours est en cours.
While holding,"Settings, Settings: Behaviour",translated,,While holding,Pendant le maintien
"With precise detection, %@ tells Belay the exact moment work starts, stops, or waits for you. Detection becomes instant and reliable.",Settings: Providers,translated,%@,"With precise detection, %@ tells Belay the exact moment work starts, stops, or waits for you. Detection becomes instant and reliable.","Avec la détection précise, %@ indique à Belay le moment exact où le travail commence, s'arrête ou vous attend. La détection devient instantanée et fiable."
Working,"App, Panel, Settings: Providers",translated,,Working,En cours
You asked Belay to stay on until you switch it off.,Panel,needs_review,,Your Mac stays awake until you turn it off.,Votre Mac reste éveillé tant que c'est activé.
"Your Claude Code settings file has a hooks entry Belay does not recognise, so it made no changes.",Detection,translated,,"Belay found a hooks entry in your Claude Code settings that it doesn't recognize, so nothing was changed.",Belay a trouvé dans vos réglages Claude Code une entrée hooks qu'il ne reconnaît pas. Rien n'a donc été modifié.
"Your Claude Code settings file is not plain JSON, so Belay will not modify it.",Detection,translated,,"Your Claude Code settings file isn't plain JSON, so Belay won't modify it.","Votre fichier de réglages Claude Code n'est pas du JSON pur, Belay ne le modifiera donc pas."
"Your Mac is set never to turn the display off, so there is no moment for Belay to dim it. Choose a display-off time in System Settings first.",Settings,translated,,"Your Mac is set never to turn the display off, so there is no moment for Belay to dim it. Choose a display-off time in System Settings first.","Votre Mac est réglé pour ne jamais éteindre l'écran, Belay n'a donc aucun moment pour l'assombrir. Choisissez d'abord un délai d'extinction de l'écran dans Réglages Système."
Your Mac will go back to its normal sleep schedule.,Menu bar,translated,,Your Mac can return to its normal sleep schedule.,Votre Mac peut reprendre son fonctionnement normal de mise en veille.
Your Mac will sleep normally,"Menu bar, Panel, Settings: Notifications",translated,,Your Mac can sleep normally,Votre Mac peut se mettre en veille normalement
Your agent finished,Settings: Notifications,translated,,Your agent finished,Votre agent a terminé
Your agent needs input before it can continue.,Settings: Notifications,translated,,Your agent needs input before it can continue.,Votre agent a besoin d'une réponse pour continuer.
Your agent needs input in %@ before it can continue.,Settings: Notifications,translated,%@,Your agent needs input in %@ before it can continue.,Votre agent a besoin d'une réponse dans %@ pour continuer.
"Your battery is down to %lld%%, so Belay stopped holding to save power.",Panel,needs_review,%lld,"Battery is at %lld%%, so Belay let it sleep.","Batterie à %lld%%, Belay a laissé le Mac dormir."
Your first agent run fills this in.,Statistics,translated,,Your first agent run fills this in.,La première exécution d'un agent remplira cette page.
kept working while you were away from the keyboard,Statistics,translated,,kept working while you were away,a continué à travailler pendant votre absence
kept working while you were right here,Statistics,translated,,kept working while you were right here,a continué à travailler pendant que vous étiez là
last signal %@ ago,Settings,translated,%@,Last activity %@ ago,Dernière activité il y a %@
longest run,Statistics,translated,,longest run,exécution la plus longue
macOS cannot find the helper in this build.,Settings,translated,,macOS cannot find the helper in this build.,macOS ne trouve pas l'assistant dans cette version.
macOS denied Belay access to %@.,Detection,needs_review,%@,macOS denied Belay access to %@.,macOS a refusé à Belay l'accès à %@.
macOS is waiting for you to allow this in System Settings.,Settings: General,translated,,Allow this in System Settings to continue.,Autorisez ceci dans Réglages Système pour continuer.
macOS refused the change: %@,Settings: General,translated,%@,macOS couldn't apply the change: %@,macOS n'a pas pu appliquer la modification : %@
macOS refused to create the sleep assertion (IOKit error %lld).,Detection,translated,%lld,macOS couldn't keep the Mac awake (IOKit error %lld).,macOS n'a pas pu garder le Mac éveillé (erreur IOKit %lld).
no runs,Statistics,translated,,no runs,aucune exécution
not configured,Settings: Providers,translated,,not configured,non configuré
of agent work that carried on while I was away from the keyboard.,Statistics,translated,,of agent work completed while I was away.,de travail d'agent effectué pendant mon absence.
of agent work while I was away. Sleep would have interrupted %lld of those runs.,Statistics,needs_review,%lld,of agent work while I was away. Sleep would have interrupted %lld of those runs.,de travail de l'agent pendant mon absence. La veille aurait interrompu %lld de ces exécutions.
of agent work while I was away. Sleep would have interrupted one of those runs.,Statistics,needs_review,,of agent work while I was away. Sleep would have interrupted one of those runs.,de travail de l'agent pendant mon absence. La veille aurait interrompu une de ces exécutions.
process %@,Settings: Providers,translated,%@,process %@,processus %@
runs rescued,Statistics,translated,,runs saved,exécutions sauvées
runs watched,Statistics,translated,,runs watched,exécutions surveillées
total held,Statistics,translated,,awake time,temps d'éveil
"© 2026 PerfectoWeb. Free & open code. Built by geeks, for geeks.",Settings: About,translated,,"© 2026 PerfectoWeb. Free & open code. Built by geeks, for geeks.","© 2026 PerfectoWeb. Gratuit, code ouvert. Fait par des geeks, pour des geeks."
✨ Belay %@ is out,(unused),translated,%@,✨ Belay %@ is out,✨ Belay %@ est sorti
